,a,u,position
63,-0.16967469049235234,-0.0008669431061432481,0.07080942497863509
64,-0.2302256658181259,-0.0037690756447419605,0.002930045171529728
65,-0.14854182348629957,-0.0002832267807479622,0.08289586131119521
66,-0.17419831893790752,-0.0010118646715109772,0.06775729459162495
67,-0.20494521962870293,-0.002304294680432079,0.03931143938469051
68,-0.18536378248645674,-0.0014116917999574252,0.05921132950799658
69,-0.029710932808609442,0.0023954091471232617,0.13600293004517153
70,-0.222879973115069,-0.0034228982972428906,0.012086436332560128
71,-0.20444965438529486,-0.0022830953846761856,0.03979978024661213
72,-0.18441067017010487,-0.0039992348103446915,0.05115370528628983
73,0.01832020439396699,-0.0018459557905166361,0.10218532535709926
74,-0.051544816214561154,-0.002635560171503975,0.08423879868147967
75,-0.30022829063568846,-0.005116818895986112,0.01770235624465877
76,0.051903995803046235,-0.0013352512912840925,0.11366133561225736
77,0.08666684929199019,-0.0006798678023121865,0.1284336466853864
78,-0.13289721313291142,-0.003461881957115293,0.06470516420461482
79,0.09551280261818106,-0.0005026348099029503,0.13246245879623977
80,0.04055348842917807,-0.001525536019405624,0.10938835307044317
81,-0.014496712488739509,-0.0027688690103531157,0.08301794652667562
82,-0.09102938473160765,-0.0006776765799101146,0.1399096569405445
83,-0.011759449314444788,-0.002867814890371202,0.0802099865706263
84,0.000708343817552183,-0.0044429580110810895,0.032718837748748626
85,-0.013685208609370706,-0.005157082252242072,0.008423879868147967
86,-0.03137406518864626,-0.002182621293276904,0.09937736540104994
87,-0.005237495895499269,-0.004825283377624613,0.020021975338786472
88,0.0038641433911412353,-0.003868157010381168,0.05078744963984862
89,0.0006350968729480183,-0.00339555770655805,0.06494933463557563
90,-0.11744647505034701,-0.002363169798161284,0.10951043828592358
91,-0.11502067667314951,-0.0021842881332939795,0.10023196190941278
92,-0.03050636203693422,-2.749078764940552e-05,0.002930045171529728
93,-0.05348895078846289,-0.00034543605469311827,0.016603589305335124
94,-0.05459997854554559,-0.0003596213481899236,0.01721401538273715
95,-0.10233540416393033,-0.001449458047305789,0.06507141985105604
96,-0.03447721777896749,-8.993239790237013e-05,0.0056159199120986445
97,-0.09153161775322421,-0.0008702416595894606,0.03931143938469051
98,-0.07715078107701756,-0.0006539245714525197,0.029910877792699304
99,0.41790892294800885,0.0048450844068680925,0.05982175558539861
100,0.3813909639851001,0.003942486070715404,0.0896105481626175
101,0.5074711924375402,0.00668627049775104,0.006226345989500672
102,0.2827284176620007,0.0030335162148913677,0.12782322060798437
103,0.41581522063113535,0.004757448214595957,0.06250763032596753
104,0.3694119150686747,0.003750030190815525,0.09681357587596143
105,0.4856370032319752,0.006192607082320079,0.020754486631668904
106,0.4900390401202597,0.006269053989358398,0.01855695275302161
107,0.42892035446109095,0.0052049123049505005,0.04907825662312294
108,0.02357092059750709,0.0007115725986005504,0.01696984495177634
109,-0.13428533114012503,-0.0011994164679639432,0.07618117445977292
110,0.03691014176524286,0.0008810720825174397,0.011598095470638505
111,-0.2019261658830496,-0.0022099617928586094,0.10682456354535466
112,-0.21989665811165054,-0.0025038177951258148,0.11573678427542425
113,-0.08664945064687492,-0.0007040379870753811,0.06104260774020266
114,-0.14896820767033803,-0.0013720154548972669,0.08143083872543035
115,0.0006249564926652354,0.0003588888988839595,0.028079599560493225
116,-0.12997458473295243,-0.001151316085622916,0.07471615187400805
117,-0.23822077565712846,-0.005107933120010095,0.03393968990355268
118,-0.1507247869407112,-0.0019426836639435236,0.10157489927969723
119,-0.2568419885532794,-0.005333024631230565,0.027347088267610793
120,-0.16374759512440443,-0.00255015928826431,0.09034305945549993
121,-0.12689365771469943,-0.000736113001488367,0.12293981198876816
122,-0.15654366920430343,-0.0022360351475843206,0.0962031497985594
123,-0.14361498158268957,-0.0016106288892095769,0.1075570748382371
124,-0.09330816603666751,0.00045076773914754214,0.14332804297399585
125,-0.21811896557779734,-0.004731172665468153,0.04395067757294591
126,-0.4406395267604189,-0.007874219289506088,0.13026492491759248
127,-0.49539454466008415,-0.008185848985958482,0.10706873397631547
128,-0.5086862747088182,-0.0070071106438800695,0.03955560981565132
129,-0.47212794504978556,-0.006129108959455547,0.010743498962275668
130,-0.5354172401679669,-0.007602784695178789,0.06079843730924185
131,-0.4782116744550728,-0.008119901264980928,0.11598095470638506
132,-0.5067311468704422,-0.006970436872323328,0.03833475766084727
133,-0.47741371926978576,-0.006269322856767432,0.01538273715053107
134,-0.4711669762732474,-0.00610346769674463,0.00988890245391283
135,-0.08473923501542294,-0.0007721097168657434,0.054694176535221586
136,-0.207374054408691,-0.0016699457035295822,0.09791234281528507
137,0.021360489006393858,-9.880061308545772e-05,0.020998657062629714
138,-0.20086520800980634,-0.0015745708786929046,0.09339518984251007
139,-0.20854168817591315,-0.001690580889152544,0.09888902453912832
140,-0.11225282206978163,-0.0009389242593348616,0.06287388597240874
141,-0.1628976424758,-0.0012415926870292262,0.07752411183005738
142,-0.22543875621794796,-0.0021272487990983604,0.11964351117079722
143,-0.040035269740699715,-0.0004695702968004321,0.03967769503113173
144,-0.19203592911322712,-0.0022513342722869038,0.10365034794286412
145,0.08369235379972843,-0.00033566536502851736,0.058845073861555366
146,0.24855050677216148,0.0010849131826245776,0.03137590037846417
147,-0.2772775108553498,-0.00279836541575499,0.11817848858503235
148,-0.11219620114385966,-0.0017437951695137564,0.09070931510194115
149,0.10828226700938416,-0.00013330001685974834,0.054694176535221586
150,0.3298068449358058,0.0019923236260556013,0.015504822366011476
151,-0.4249426582219796,-0.0039027463154271227,0.14613600293004517
152,0.3151197019054737,0.0018129051199982074,0.01855695275302161
153,-0.12591193579299592,-0.005297993020208036,0.13917714564766206
154,-0.12054429748958972,-0.005257379904099327,0.1423513612501526
155,-0.1556776760425025,-0.005465991005580168,0.12281772677328776
156,-0.22854463035282635,-0.005429082227812774,0.06153094860212428
157,-0.3010268843965931,-0.004704095489245948,0.01562690758149188
158,-0.2432375799523693,-0.005339195580808336,0.05310706873397632
159,-0.23357904550849284,-0.005398875185018611,0.05847881821511415
160,-0.2818161924958794,-0.005015187308708354,0.03137590037846417
161,-0.291004931722747,-0.004903978469617798,0.02539372481992431
162,-0.30380235064487615,-0.008037418003969702,0.11598095470638506
163,-0.37717662585481926,-0.007552155918000417,0.07850079355390062
164,-0.43904273804154426,-0.0067541795619683155,0.05115370528628983
165,-0.2987915274627362,-0.008047192770780875,0.11903308509339519
166,-0.4436447726704963,-0.004806130664730344,0.00573800512757905
167,-0.4645710489693468,-0.0060633331647973986,0.03357343425711146
168,-0.4639225643824993,-0.005421069927641277,0.01904529361494323
169,-0.2995504218409647,-0.008045916782444538,0.11854474423147357
170,-0.4572323368612294,-0.0051912454022634644,0.014039799780246612
171,0.14621747957870726,0.003363540198342956,0.08082041264802832
172,0.10413126230173442,0.0019866123727714344,0.05127579050177024
173,0.18729568799037147,0.0043090683713653466,0.10291783664998169
174,0.274345394971618,0.005797264273999391,0.1447930655597607
175,0.010479119395126671,1.4305866807125188e-05,0.011109754608716884
176,0.25633224559811807,0.005492600270100358,0.13502624832132828
177,0.1751740899110936,0.004062060673624935,0.09693566109144183
178,0.2738374692964717,0.005782709141438687,0.1443047246978391
179,0.0035944713657852932,-0.00012421467248409848,0.008301794652667562
180,0.28076989866914526,0.00376259364348219,0.05945549993895739
181,0.2831340573420185,0.0034737554978680613,0.07044316933219387
182,0.20984322874501277,0.002233439705462704,0.11573678427542425
183,0.15917062818108596,0.0018384462194387702,0.13014283970211207
184,0.15236342118505292,0.0017817129395877448,0.13221828836527896
185,0.26125626135512414,0.004360882683338886,0.03503845684287633
186,0.27663779983211223,0.0031405372374793423,0.0827737760957148
187,0.27877526657836105,0.0032037521949367103,0.0804541570015871
188,0.28238848160553076,0.003606500673513665,0.06543767549749725
189,-0.15131611161130165,-0.0019986195470762607,0.14125259431082896
190,-0.006708082732725168,0.00040402157691360593,0.002319619094127701
191,-0.09268733095936361,-0.00035181365324919007,0.0460261262361128
192,-0.004964070916255776,0.0004185973456127346,0.001465022585764864
193,-0.04179070734337602,6.491699037115149e-05,0.022097424001953362
194,-0.16592641474044617,-0.0016076465177271501,0.11732389207666952
195,-0.16604525381486773,-0.0015702856362324498,0.11512635819802222
196,-0.15992312184035498,-0.0012567598618846239,0.09705774630692224
197,-0.04932327208887581,-4.709946149717369e-07,0.02588206568184593
198,-0.3687256849215633,-0.007058063825439834,0.13942131607862288
199,-0.3866491600471198,-0.006061980301369861,0.10291783664998169
200,-0.3868430700554655,-0.005745212405567263,0.09327310462702966
201,-0.24283749993025752,-0.002766183535039298,0.007203027713343914
202,-0.3306635751310893,-0.004313872326284911,0.05249664265657429
203,-0.3857660500164688,-0.005641948246611964,0.09022097424001953
204,-0.3322490375228253,-0.004335445480708042,0.05310706873397632
205,-0.3635096107674567,-0.007151747866995257,0.14393846905139787
206,-0.37789842362596415,-0.005184271364780573,0.07703577096813576
207,-0.023539364968775837,0.0005126528348758599,0.01513856671957026
208,-0.016643752234325335,0.000744900751235196,0.022585764863874983
209,-0.007753968359563169,0.0023108756823436907,0.07422781101208643
210,0.047497614663244606,0.0034322979875254602,0.11585886949090465
211,0.08217837515480891,0.00409246283431934,0.14540349163716274
212,-0.01156775403128788,0.0009082871207011016,0.027835429129532414
213,-0.010834135093421347,0.0018064305852427127,0.05713588084482969
214,-0.022696494866732628,0.0005393186228207047,0.015993163227933097
215,-0.0214155439346166,0.0005812175706553017,0.017336100598217555
216,-0.40036010801097244,-0.00785169272174504,0.0665364424368209
217,-0.46915381845295917,-0.006385487624622506,0.026004150897326335
218,-0.42141739144769486,-0.007586055467783996,0.05750213649127091
219,-0.3089517144226106,-0.008591890956008071,0.12245147112684654
220,-0.35799680108161186,-0.00831027626952244,0.0874130142839702
221,-0.31285018747785803,-0.008591361264005736,0.11976559638627762
222,-0.3901035047941242,-0.007972510369793654,0.0711756806250763
223,-0.3295764585954933,-0.008532441811991852,0.10572579660603101
224,-0.29282964100394976,-0.00857076168286654,0.13111952142595532
225,-0.3380778687739772,-0.009853062991447673,0.03784641679892565
226,-0.407418781181584,-0.010380157087774839,0.01721401538273715
227,-0.024464893402008813,-0.004801973014043153,0.13441582224392626
228,-0.44532193225849953,-0.010559093181913776,0.003296300817970944
229,-0.43859422897354483,-0.010536244521358288,0.005982175558539861
230,-0.22205974676115567,-0.008451105574533886,0.07154193627151752
231,-0.005183823056010461,-0.004281069101329344,0.142473446465633
232,-0.015889849328521066,-0.004574096057765469,0.137956293492858
233,-0.4493724642913176,-0.010570699120680125,0.0015871078012452693
234,0.4733915335119456,0.007293160599398591,0.004272982541814186
235,0.38774703895155593,0.005524947471655063,0.11561469905994384
236,0.44037888468911945,0.006815369346686189,0.05225247222561348
237,0.47240334650426763,0.007296909311402036,0.0015871078012452693
238,0.4364986351307915,0.00659214271565751,0.06507141985105604
239,0.39218849222554475,0.005580259762523068,0.11317299475033574
240,0.34558386091853177,0.005003630073639238,0.13807837870833842
241,0.47250576503244107,0.007296696068870509,0.0018312782322060799
242,0.4416135031150441,0.006873399518606859,0.04858991576120132
243,0.3435111475449982,0.01033857347968113,0.14613600293004517
244,0.12998236582539002,0.007517476364280317,0.09766817238432426
245,0.18710590015398365,0.008353390684829442,0.11060920522524723
246,-0.04120358237468215,0.0015976748632926551,0.012452691979001344
247,-0.04187097286372135,0.0015548532037617546,0.011842265901599317
248,0.2307292215714675,0.008990334694624187,0.12098644854108168
249,0.0816609777838519,0.006658743629559016,0.0848492247588817
250,-0.017174297904404983,0.0027318893998143677,0.028567940422414846
251,0.1096987287193409,0.0071850954502269285,0.09266267854962763
252,0.05202534935324163,0.001980678046068126,0.1007203027713344
253,0.004935040860538589,-0.00019865035319085797,0.07019899890123306
254,0.06826594959607424,0.0025806033939275172,0.10926626785496277
255,-0.03359004945426672,-0.001902460721128897,0.046514467098034425
256,0.002756163883208543,-0.00030406366950510536,0.0687339763154682
257,0.03269720594607134,0.001140379685588295,0.08887803686973507
258,-0.03112853019732453,-0.001788554118732336,0.0481015748992797
259,-0.028016434840489306,-0.0016482618618013408,0.050054938346966185
260,-0.03682332830720102,-0.002060041477924936,0.04431693321938713
261,-0.2910766950216108,-0.008147142493344712,0.12086436332560127
262,-0.3658928099502873,-0.00790693902540414,0.07508240752044927
263,-0.3571276988660282,-0.008043038934635822,0.08423879868147967
264,-0.22952598824083117,-0.007853252652639652,0.14491515077524111
265,-0.42090681724651774,-0.006086701378349324,0.015260651935050665
266,-0.42685646463395427,-0.005867713187184155,0.010010987669393236
267,-0.3844886963295898,-0.007487029465512043,0.05591502869002564
268,-0.24668274380529184,-0.007969940530387413,0.1375900378464168
269,-0.3926849283752698,-0.007147162169634713,0.044194848003906724
270,0.025612485783954052,0.0002849729828166169,0.036869735075082406
271,0.015968869155912647,0.0002721046000138907,0.03931143938469051
272,-0.10984121973399733,3.780454556873982e-05,0.07898913441582224
273,-0.16569953673436233,-0.00014974259153951045,0.10377243315834453
274,0.036883750518494914,0.0003003217675805322,0.03393968990355268
275,-0.25599222381029413,-0.0005496553873115469,0.14528140642168233
276,-0.2174425140175866,-0.0003401815384972165,0.12477109022097424
277,-0.025099353008840426,0.00021482401853313885,0.04993285313148578
278,-0.16396570997424756,-0.00014260839867135403,0.10291783664998169
279,0.3123251666367237,0.003939183452945222,0.12757905017702356
280,0.4876038671645362,0.0035518371571893435,0.052374557441093886
281,0.5438021546053816,0.0036843618253968105,0.033817604688072274
282,0.44098653087994233,0.0035816892394824216,0.0758149188133317
283,0.37300951284415107,0.0037957519375153696,0.10670247832987426
284,0.39780333689937997,0.0037122771460713277,0.096081064583079
285,0.5962270552973101,0.003973107294901422,0.01721401538273715
286,0.490766258010008,0.003555513125197253,0.05115370528628983
287,0.42616968214916123,0.0036228639738932317,0.08338420217311683
288,-0.055142526495494164,-0.0025376019850719064,0.019899890123306067
289,-0.010716000021773916,-0.0004798033153143493,0.10474911488218777
290,-0.00992636465992711,0.00011507425340643836,0.1263581980222195
291,-0.010350441680084432,0.00019988620531549142,0.12941032840922964
292,-0.02804465459743549,-0.0013981108794831317,0.06983274325479184
293,-0.038932741152291894,-0.002379788908084959,0.027591258698571604
294,-0.011910147517332357,0.0005193653462680827,0.14088633866438774
295,-0.1008750494070122,-0.002886096621359798,0.0013429373702844585
296,-0.01827504345554803,-0.000850886116480401,0.09095348553290196
297,0.3055257906862612,0.004567708754885624,0.00964473202295202
298,0.14343804787665923,0.003402818049239642,0.1331949700891222
299,0.24924773075593631,0.0042691367250246165,0.05567085825906483
300,0.1408624776253826,0.0033765255956229724,0.13502624832132828
301,0.20502461974455996,0.004022167726522903,0.08240752044927359
302,0.17778097867432993,0.0037576712003514995,0.10621413746795264
303,0.30073177052243083,0.004523589186240787,0.018923208399462824
304,0.1703279987165333,0.003673416138786116,0.11305090953485533
305,0.2508733813602847,0.004275200158509359,0.0549383469661824
306,-0.2436971726969378,-0.003845550699510176,0.04944451226956416
307,-0.2508828844782408,-0.0038808797387167547,0.09315101941154925
308,-0.25165345470426526,-0.0038772455806523804,0.05896715907703577
309,-0.18286797923849424,-0.003570727293144423,0.004761323403735807
310,-0.21939522708248713,-0.0037373424681793254,0.028079599560493225
311,-0.2366305843696535,-0.0038167098774001852,0.04272982541814186
312,-0.22887920736883804,-0.0036856899637075745,0.12513734586741546
313,-0.22145085762429761,-0.0036217894615658457,0.13136369185691613
314,-0.2495979953915745,-0.003868330916208624,0.05591502869002564
315,0.2782861252285179,0.0034151652092105664,0.1396654865095837
316,0.2637105665262996,0.003478947141577651,0.0803320717861067
317,0.2780244174317069,0.003406296940749807,0.14137467952630936
318,0.2719190739438214,0.003516787111045866,0.1008423879868148
319,0.2688218239899356,0.002953776770164741,0.02185325357099255
320,0.2910435215447389,0.003271454366135938,0.047979489683799295
321,0.2679313325529008,0.0034301421373967825,0.06946648760835063
322,0.27891250668698353,0.003445242977039369,0.1333170553046026
323,0.2723668944519394,0.0035168840160101572,0.10206324014161886
324,0.21593102137633421,0.004968911159919308,0.0008545965083628373
325,0.16608047833831913,0.0026679858334840213,0.12037602246367965
326,0.16425147879641347,0.0032930021429965354,0.09571480893663778
327,0.1662970802128062,0.002582871983420126,0.12355023806617019
328,0.13641376315768036,0.004132005238187465,0.05640336955194726
329,0.15660831363037273,0.0044915515639674134,0.03552679770479795
330,0.1718991584140559,0.002281139607756429,0.13453790745940666
331,0.15833783368923193,0.003492905151247257,0.0871688438530094
332,0.13952737971138143,0.003923615615349341,0.06714686851422293
333,0.20601867702567167,0.009306175209000773,0.04565987058967159
334,0.24987187424894558,0.010081200838055538,0.06922231717738982
335,0.17386160039579213,0.007433983980847944,0.003418386033451349
336,0.4165406874271805,0.010739428211126577,0.12794530582346478
337,0.19018270352224767,0.008482253938934427,0.025515810035404714
338,0.19577857528700937,0.008863415183821624,0.0344280307654743
339,0.21198432580837026,0.009458539796791308,0.049810767916005375
340,0.2018535400968707,0.009166586990641492,0.04199731412525943
341,0.3140842726563765,0.01058991115686378,0.0920522524722256
342,-0.512801104609595,-0.007842892653166279,0.07386155536564522
343,-0.43834849812408805,-0.009630908317512291,0.1330728848736418
344,-0.45487061318930966,-0.009518629028316385,0.12477109022097424
345,-0.5044923339993437,-0.007215762910511924,0.060432181662800635
346,-0.48339883235955083,-0.009187376735801252,0.10975460871688439
347,-0.4941940152252931,-0.006763331511979074,0.05103162007080943
348,-0.49314454975548827,-0.006727960637998475,0.050299108777926996
349,-0.4274971615984994,-0.009672645952638139,0.137956293492858
350,-0.5104921297396413,-0.008374804666575322,0.08619216212916615
351,-0.06681350413594693,0.0024346902513684874,0.06726895372970333
352,-0.07063672790051632,0.0024028524060276013,0.06800146502258576
353,-0.21886605135539805,0.0006848260996991855,0.10352826272738372
354,0.14448147020976007,0.004165046918648592,0.012452691979001344
355,-0.0901331513356871,0.002235527036261313,0.07178610670247833
356,-0.30638121739047924,-0.0013647437050590973,0.14174093517275058
357,-0.3052181823921589,-0.0013316011560437406,0.14113050909534855
358,0.09345956965507422,0.003888025907850719,0.02539372481992431
359,-0.2240735749718114,0.0005894191186591346,0.1053595409595898
360,-0.1516213460350922,-0.004245549818008748,0.029178366499816873
361,-0.0347292743686955,-0.004352448843799697,0.11781223293859114
362,-0.17083350490009605,-0.0038504866452936715,0.003418386033451349
363,-0.16827873357188725,-0.003924084533125571,0.00756928335978513
364,-0.1709018025907288,-0.0038482671385268105,0.003296300817970944
365,-0.07086805483845075,-0.0045460019110945046,0.0848492247588817
366,-0.041307349294646335,-0.004473178353883129,0.10291783664998169
367,-0.08219489571984147,-0.00455162005420047,0.07947747527774386
368,-0.034413303326153735,-0.0042682015550653644,0.12562568672933708
369,-0.01501753406053787,0.0005625916549395782,0.1123183982419729
370,-0.15064721684939686,-0.0040703332397492775,0.053717494811378344
371,-0.13966798324111285,-0.003415911219979381,0.062263459895006715
372,-0.04451216680643593,-0.00032625397350444707,0.10133072884873642
373,-0.07083522313598385,-0.0012080725624881994,0.09034305945549993
374,-0.0772207442569302,-0.001393161519636894,0.08802344036137223
375,-0.08068227369736096,-0.001490411151950382,0.08680258820656818
376,0.05655024546437588,0.0028533963710052025,0.14039799780246612
377,-0.1402721839514986,-0.0034441541758871343,0.0618972042485655
378,0.39824016065692663,0.00797927315489817,0.09547063850567697
379,0.39101293749840504,0.007561976198971534,0.08460505432792088
380,0.3108264766944996,0.005007733659020929,0.036137223782199974
381,0.3919938988734472,0.007607023932180847,0.08570382126724453
382,0.34745447102753274,0.006173231680371193,0.05591502869002564
383,0.30778940235202396,0.004908088311733507,0.034550115980954706
384,0.40812898780902546,0.008437117905425305,0.1099987791478452
385,0.4121656350839621,0.008564667339681031,0.11488218776706141
386,0.43146422372231763,0.009031702844568366,0.14271761689659382
387,0.46547763470077647,0.007683114878418585,0.06128677817116347
388,0.4441592430192146,0.006941377155867117,0.08545965083628372
389,0.44859446593121,0.007036111589658468,0.0826516908802344
390,0.4580027366093654,0.00795361781290839,0.049810767916005375
391,0.40771179249550693,0.008283287443765462,0.02405078744963985
392,0.3623630269008203,0.008271193578277061,0.008057624221706751
393,0.39407899295559423,0.005696397112886566,0.12000976681723843
394,0.42597223652754085,0.006535462971073781,0.09705774630692224
395,0.37398700796370404,0.008288746809200429,0.011720180686118912
396,0.08947704094722839,0.002361438665710449,0.014161884995727018
397,0.06255805596563623,0.0020248357766813204,0.036747649859602
398,0.054107590359908427,0.0018237424387510309,0.04932242705408375
399,0.0567722242752685,0.0016657859406605802,0.058845073861555366
400,0.06932824851378583,0.001169956994701128,0.0872909290684898
401,0.0541499050354038,0.0018057549581417527,0.0504211939934074
402,0.10154543803118528,0.002542792071633435,0.0008545965083628373
403,0.06795572868628254,0.0009643494113720794,0.0986448541081675
404,0.05645577685298459,0.0016780976953272699,0.058112562568672935
405,0.03436177634250985,-0.00029181733907459185,0.04895617140764254
406,-0.001279968628064608,0.0013130704500109358,0.08997680380905872
407,0.04328083689918347,-0.001275585714303796,0.024661213527041877
408,0.03283789314001061,-0.00019846665836289969,0.05127579050177024
409,0.09242394338643115,0.0030796237765109893,0.1419851056037114
410,-0.0002829520134562266,0.0015756476808838384,0.09705774630692224
411,-0.0009009031567427398,0.0015217825197011959,0.09559272372115737
412,0.011979372273136174,0.0007158849829888653,0.07434989622756684
413,-0.0010796305229711519,0.0012718393751808828,0.08887803686973507
414,-0.2554655596535026,-0.005060640292255937,0.14503723599072152
415,-0.39226827318749,-0.007420261315269908,0.10596996703699182
416,-0.4574329330648834,-0.009492121698846398,0.029300451715297278
417,-0.4780074804090759,-0.009497857972426115,0.017336100598217555
418,-0.42754366042104286,-0.008403540424991111,0.08350628738859724
419,-0.30953685747191473,-0.005948727520836935,0.13160786228787694
420,-0.3608462300312406,-0.006823780950866025,0.1170797216457087
421,-0.41877036352387376,-0.008066197126543488,0.0920522524722256
422,-0.2894559576015434,-0.005625624393408536,0.13661335612257355
423,0.35844041221663153,0.004065648468869595,0.05847881821511415
424,0.25223147498117726,0.002828322688853164,0.10133072884873642
425,0.3195994648241256,0.0034736404693537426,0.07789036747649859
426,0.17473839300424324,0.0023184564647398924,0.12062019289464046
427,0.13550535920267032,0.0020726797064524755,0.12977658405567086
428,0.26671969408543245,0.0029324779362680537,0.09742400195336345
429,0.458888632311692,0.005937078835207816,0.009522646807471615
430,0.16431718141838703,0.0022533909232240624,0.12306189720424857
431,0.4284983023145222,0.005154084628798226,0.028079599560493225
432,-0.4584729273926954,-0.01003132571902734,0.0781345379074594
433,-0.6473816503528529,-0.009580154732024677,0.01672567452081553
434,-0.22801154597945095,-0.007371490120445449,0.12733487974606275
435,-0.5203478358062675,-0.010398965262246065,0.062019289464045904
436,-0.5307074447559682,-0.010430423302993269,0.05896715907703577
437,-0.30157340516774983,-0.00848709723232886,0.1101208643633256
438,-0.26806688273441165,-0.008021041621631761,0.11756806250763033
439,-0.6181301076721275,-0.010083822353727817,0.029666707361738494
440,-0.6518359699785679,-0.009411445849288661,0.013185203271883775
441,0.18449439959349262,0.005213139632816212,0.14381638383591747
442,-0.008132684572966693,-6.65889890274069e-05,0.07898913441582224
443,-0.22465607017905273,-0.005495336470829462,0.010133072884873641
444,0.07496082926575114,0.0020570182445204346,0.10487120009766818
445,0.13256725679064918,0.0036747485786560495,0.12464900500549383
446,0.03967471164010997,0.001154438326272145,0.0938835307044317
447,-0.0951991757321413,-0.0024199339581002493,0.04993285313148578
448,-0.08739190352297384,-0.0022146456976766815,0.05249664265657429
449,-0.17411416237728328,-0.004328485462818204,0.02563789525088512
450,-0.14797259507434554,-0.003953744130830271,0.018068611891099987
451,-0.2549071425934685,-0.005038971963114713,0.09888902453912832
452,-0.14604996153691427,-0.0037039461012130775,0.005371749481137834
453,-0.22227328527074885,-0.004806157749374304,0.07386155536564522
454,-0.2545083491272603,-0.005033724432119076,0.09815651324624589
455,-0.21401960243195908,-0.004763568572655649,0.07019899890123306
456,-0.25509096078819926,-0.005041557410834924,0.09925528018556953
457,-0.2363659231424997,-0.005158541724436678,0.13014283970211207
